surah,ayah,gold_verbs,pred_events,diff,diff_type
44,56,2,1,-1,under
45,4,2,3,1,over
45,5,3,5,2,over
45,6,2,3,1,over
45,9,1,2,1,over
45,11,1,2,1,over
45,12,4,2,-2,under
45,13,2,1,-1,under
45,16,3,1,-2,under
45,17,6,4,-2,under
45,18,4,3,-1,under
45,20,1,2,1,over
45,21,6,5,-1,under
45,22,4,2,-2,under
45,23,7,5,-2,under
45,26,5,7,2,over
45,27,2,3,1,over
45,29,5,6,1,over
45,33,5,4,-1,under
45,34,3,5,2,over
46,3,3,2,-1,under
46,4,7,6,-1,under
46,5,2,3,1,over
46,7,4,3,-1,under
46,9,6,5,-1,under
46,10,8,7,-1,under
46,11,7,6,-1,under
46,12,2,4,2,over
46,14,2,3,1,over
46,15,13,11,-2,under
46,16,6,7,1,over
46,18,2,3,1,over
46,19,3,4,1,over
46,20,9,10,1,over
46,21,5,7,2,over
46,22,6,4,-2,under
46,23,5,4,-1,under
46,24,3,2,-1,under
46,25,4,3,-1,under
46,26,9,6,-3,under
46,27,3,2,-1,under
46,28,4,6,2,over
46,29,7,3,-4,under
46,30,4,6,2,over
46,32,1,4,3,over
46,34,7,8,1,over
47,1,2,4,2,over
47,2,6,5,-1,under
47,3,5,6,1,over
47,5,2,1,-1,under
47,9,3,4,1,over
47,13,2,3,1,over
47,15,4,5,1,over
47,16,7,8,1,over
47,18,4,2,-2,under
47,22,3,4,1,over
47,25,4,2,-2,under
47,26,5,4,-1,under
47,27,2,3,1,over
47,28,4,5,1,over
47,29,1,4,3,over
47,30,5,4,-1,under
47,31,3,2,-1,under
47,33,4,5,1,over
47,35,3,5,2,over
47,36,4,6,2,over
47,38,8,10,2,over
48,2,5,4,-1,under
48,6,4,1,-3,under
48,10,7,4,-3,under
48,12,5,4,-1,under
48,15,14,13,-1,under
48,20,6,7,1,over
48,22,4,3,-1,under
48,23,2,0,-2,under
48,24,4,5,1,over
48,25,11,12,1,over
48,29,11,9,-2,under
49,2,5,8,3,over
49,3,2,4,2,over
49,7,6,7,1,over
49,11,7,10,3,over
49,12,8,9,1,over
49,13,3,2,-1,under
49,14,9,8,-1,under
49,16,3,2,-1,under
49,18,2,3,1,over
60,1,14,16,2,over
60,2,5,6,1,over
60,9,6,5,-1,under
60,10,17,12,-5,under
60,11,6,4,-2,under
60,12,11,10,-1,under
60,13,5,4,-1,under
61,1,1,0,-1,under
61,4,2,3,1,over
61,5,6,7,1,over
61,6,4,7,3,over
61,7,4,2,-2,under
61,10,3,2,-1,under
61,12,3,4,1,over
61,14,9,11,2,over
62,2,5,6,1,over
62,5,5,8,3,over
62,9,6,7,1,over
62,10,5,4,-1,under
63,1,5,4,-1,under
63,2,5,4,-1,under
63,3,4,3,-1,under
63,4,8,6,-2,under
63,8,4,3,-1,under
63,9,3,5,2,over
63,10,7,5,-2,under
63,11,3,2,-1,under
64,5,3,4,1,over
64,6,7,5,-2,under
64,9,6,7,1,over
64,10,2,3,1,over
64,16,6,7,1,over
65,2,10,8,-2,under
65,6,12,11,-1,under
65,7,7,5,-2,under
65,8,3,1,-2,under
65,9,2,1,-1,under
65,10,4,5,1,over
65,11,8,9,1,over
66,1,3,4,1,over
66,3,10,12,2,over
66,6,6,7,1,over
66,8,11,13,2,over
66,9,2,1,-1,under
66,10,7,8,1,over
66,11,6,5,-1,under
66,12,4,6,2,over
67,3,4,5,1,over
67,5,3,1,-2,under
67,7,3,2,-1,under
67,8,5,4,-1,under
67,9,5,3,-2,under
67,17,3,4,1,over
67,18,2,3,1,over
67,21,3,2,-1,under
67,22,2,3,1,over
67,24,3,2,-1,under
67,27,5,4,-1,under
68,1,1,2,1,over
68,8,1,0,-1,under
68,9,3,2,-1,under
68,15,2,3,1,over
68,16,1,0,-1,under
68,26,2,1,-1,under
68,31,2,3,1,over
68,33,2,3,1,over
68,37,1,2,1,over
68,40,1,0,-1,under
68,44,4,2,-2,under
68,45,1,0,-1,under
68,48,3,2,-1,under
68,50,2,1,-1,under
69,6,1,2,1,over
69,7,2,1,-1,under
69,9,1,0,-1,under
69,11,2,0,-2,under
69,13,1,0,-1,under
69,15,1,0,-1,under
69,16,1,0,-1,under
69,17,1,2,1,over
69,20,1,0,-1,under
69,27,1,2,1,over
69,28,1,0,-1,under
69,44,1,2,1,over
69,46,1,0,-1,under
69,52,1,0,-1,under
