Word
القرآن	EXCLUDED_NAME	1
Word_Clean	Status	Count
اللَّهِ	EXCLUDED_NAME	827
اللَّهُ	EXCLUDED_NAME	733
اللَّهَ	EXCLUDED_NAME	592
مُوسَى	EXCLUDED_NAME	105
جَهَنَّمَ	EXCLUDED_NAME	54
فِرْعَوْنَ	EXCLUDED_NAME	48
إِبْرَاهِيمَ	EXCLUDED_NAME	47
إِسْرَائِيلَ	EXCLUDED_NAME	41
الشَّيْطَانُ	EXCLUDED_NAME	34
مَرْيَمَ	EXCLUDED_NAME	28
الْجَنَّةِ	EXCLUDED_NAME	27
نُوحٍ	EXCLUDED_NAME	23
الْقُرْآنَ	EXCLUDED_NAME	22
الْمَلَائِكَةُ	EXCLUDED_NAME	21
مُلْكُ	EXCLUDED_NAME	20
الشَّيْطَانِ	EXCLUDED_NAME	19
الْعَرْشِ	EXCLUDED_NAME	19
الْجَنَّةَ	EXCLUDED_NAME	18
جَهَنَّمُ	EXCLUDED_NAME	18
فِرْعَوْنُ	EXCLUDED_NAME	17
يُحْيِي	EXCLUDED_NAME	16
جُنَاحَ	EXCLUDED_NAME	16
الْجِنِّ	EXCLUDED_NAME	15
يُوسُفَ	EXCLUDED_NAME	14
آدَمَ	EXCLUDED_NAME	13
لُوطٍ	EXCLUDED_NAME	13
الْقُرْآنِ	EXCLUDED_NAME	13
عِيسَى	EXCLUDED_NAME	12
إِبْرَاهِيمُ	EXCLUDED_NAME	11
الشَّمْسَ	EXCLUDED_NAME	11
الشَّيْطَانَ	EXCLUDED_NAME	10
عَادٍ	EXCLUDED_NAME	9
جُنَاحٌ	EXCLUDED_NAME	9
هَارُونَ	EXCLUDED_NAME	9
الْمَلَائِكَةَ	EXCLUDED_NAME	9
مَدْيَنَ	EXCLUDED_NAME	9
الْمَلَائِكَةِ	EXCLUDED_NAME	8
إِبْلِيسَ	EXCLUDED_NAME	8
الْقُرْآنُ	EXCLUDED_NAME	8
الْمَسِيحُ	EXCLUDED_NAME	8
سُلَيْمَانَ	EXCLUDED_NAME	7
التَّوْرَاةِ	EXCLUDED_NAME	7
ثَمُودُ	EXCLUDED_NAME	7
يُوسُفُ	EXCLUDED_NAME	7
ذَهَبَ	EXCLUDED_NAME	6
الْيَهُودُ	EXCLUDED_NAME	6
تُرَابٍ	EXCLUDED_NAME	6
مَلَكٌ	EXCLUDED_NAME	6
إِسْحَاقَ	EXCLUDED_NAME	6
الْجَنَّةُ	EXCLUDED_NAME	6
ثَمُودَ	EXCLUDED_NAME	6
نُوحٌ	EXCLUDED_NAME	6
يَعْقُوبَ	EXCLUDED_NAME	5
حَبَّةٍ	EXCLUDED_NAME	5
التَّوْرَاةَ	EXCLUDED_NAME	5
أَذِنَ	EXCLUDED_NAME	5
عَادٌ	EXCLUDED_NAME	5
الشَّمْسِ	EXCLUDED_NAME	5
ذَهَبٍ	EXCLUDED_NAME	5
السَّبْتِ	EXCLUDED_NAME	4
النَّصَارَى	EXCLUDED_NAME	4
زَكَرِيَّا	EXCLUDED_NAME	4
الْجَاهِلِيَّةِ	EXCLUDED_NAME	4
الْجِنَّةِ	EXCLUDED_NAME	4
صَلْصَالٍ	EXCLUDED_NAME	4
يَحْيَى	EXCLUDED_NAME	4
الشَّمْسُ	EXCLUDED_NAME	4
فِضَّةٍ	EXCLUDED_NAME	4
بَقَرَةٌ	EXCLUDED_NAME	3
سُلَيْمَانُ	EXCLUDED_NAME	3
أَنْصَارٍ	EXCLUDED_NAME	3
عَادَ	EXCLUDED_NAME	3
عِمْرَانَ	EXCLUDED_NAME	3
التَّوْرَاةُ	EXCLUDED_NAME	3
مُحَمَّدٌ	EXCLUDED_NAME	3
الْقَمَرَ	EXCLUDED_NAME	3
الْجِنَّ	EXCLUDED_NAME	3
آذَنَ	EXCLUDED_NAME	3
مِصْرَ	EXCLUDED_NAME	3
إِسْمَاعِيلَ	EXCLUDED_NAME	3
عَيْنٍ	EXCLUDED_NAME	3
سَقَرَ	EXCLUDED_NAME	3
آدَمُ	EXCLUDED_NAME	2
تَبِعَ	EXCLUDED_NAME	2
قِبْلَةً	EXCLUDED_NAME	2
الْمَيْتَةَ	EXCLUDED_NAME	2
أَنْصَارُ	EXCLUDED_NAME	2
الْإِسْلَامِ	EXCLUDED_NAME	2
الْمَسِيحَ	EXCLUDED_NAME	2
الْمَيْتَةُ	EXCLUDED_NAME	2
الْإِنْجِيلَ	EXCLUDED_NAME	2
الْإِنْجِيلِ	EXCLUDED_NAME	2
الْيَهُودَ	EXCLUDED_NAME	2
لَحْمَ	EXCLUDED_NAME	2
مَسْجِدٍ	EXCLUDED_NAME	2
أَرْضِ	EXCLUDED_NAME	2
أُذُنٌ	EXCLUDED_NAME	2
صَالِحٌ	EXCLUDED_NAME	2
